City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Tuxpan,19.55,-103.4,83.97,21,13,8.25,MX,2023-05-10 19:33:16
291,Mermoz Boabab,14.7065,-17.4758,79.36,78,0,16.11,SN,2023-05-10 19:31:23
292,Saipan,15.1355,145.701,81.3,100,0,5.75,MP,2023-05-10 19:33:16
293,Kajansi,0.2081,32.5222,72.28,82,73,4.56,UG,2023-05-10 19:33:16
294,Inhambane,-23.865,35.3833,69.78,94,20,0.0,MZ,2023-05-10 19:33:16
295,Ponta Delgada,37.7333,-25.6667,66.92,88,75,9.22,PT,2023-05-10 19:28:17
296,Naracoorte,-36.9579,140.7383,46.42,89,0,7.54,AU,2023-05-10 19:33:17
297,Tsumeb,-19.2333,17.7167,70.95,25,0,9.82,NA,2023-05-10 19:33:17
298,Berdigestyakh,62.0989,126.6992,31.64,89,100,6.87,RU,2023-05-10 19:33:17
299,Zaysan,47.4667,84.8667,61.92,34,80,5.46,KZ,2023-05-10 19:33:17
300,Shikarpur,27.9571,68.6379,82.29,7,14,3.06,PK,2023-05-10 19:33:17
301,Atar,20.5169,-13.0499,97.95,8,81,8.59,MR,2023-05-10 19:33:18
302,Enewetak,11.3474,162.3373,81.41,83,70,15.7,MH,2023-05-10 19:33:18
303,Campoverde,-8.4753,-74.8058,83.89,44,26,1.88,PE,2023-05-10 19:33:18
304,Santa Cruz,-17.8,-63.1667,77.05,61,75,13.8,BO,2023-05-10 19:33:18
305,Urangan,-25.3,152.9,66.11,78,2,13.24,AU,2023-05-10 19:33:18
306,Newman,37.3138,-121.0208,71.06,48,0,3.0,US,2023-05-10 19:33:19
307,Chauk,20.8833,94.8167,87.22,51,19,10.49,MM,2023-05-10 19:33:19
308,Aldan,58.6031,125.3894,33.91,98,99,4.0,RU,2023-05-10 19:33:20
309,Mangrol,21.1167,70.1167,85.98,53,24,9.15,IN,2023-05-10 19:33:20
310,Victorica,-36.2151,-65.4359,67.35,27,97,9.78,AR,2023-05-10 19:33:20
311,Es Castell,39.8795,4.2854,61.48,63,20,5.75,ES,2023-05-10 19:33:20
312,Flying Fish Cove,-10.4217,105.6791,80.28,94,100,13.8,CX,2023-05-10 19:33:20
313,Primero De Mayo,-32.2552,-58.4228,71.82,44,8,9.35,AR,2023-05-10 19:33:21
314,Balqash,46.8481,74.995,66.76,34,100,9.04,KZ,2023-05-10 19:33:21
315,Nago,26.5881,127.9761,67.05,70,1,8.34,JP,2023-05-10 19:33:21
316,Rongelap,11.1635,166.8941,81.28,85,79,19.75,MH,2023-05-10 19:33:23
317,Pico Truncado,-46.7949,-67.9573,48.97,70,100,16.71,AR,2023-05-10 19:33:23
318,Vikhorevka,56.1201,101.1636,36.99,66,6,4.27,RU,2023-05-10 19:33:23
319,Okny,47.5404,29.46,44.74,83,12,4.72,UA,2023-05-10 19:33:23
320,Carrizal,10.3499,-66.9863,82.31,29,37,2.37,VE,2023-05-10 19:33:23
321,Warrnambool,-38.3833,142.4833,46.53,89,0,9.13,AU,2023-05-10 19:31:21
322,Ust'-Ilimsk,58.0006,102.6619,29.32,92,19,3.31,RU,2023-05-10 19:31:39
323,Zeribet El Oued,34.6828,6.5111,80.6,28,1,8.08,DZ,2023-05-10 19:33:24
324,Polyarnyy,69.1989,33.4478,38.07,99,100,10.38,RU,2023-05-10 19:33:24
325,Mzuzu,-11.4656,34.0207,56.8,89,5,1.34,MW,2023-05-10 19:33:24
326,Baiyin,36.5583,104.2081,51.73,33,100,10.27,CN,2023-05-10 19:33:25
327,Loa Janan,-0.583,117.095,73.09,98,100,0.78,ID,2023-05-10 19:33:25
328,Alice Springs,-23.7,133.8833,35.15,80,0,3.98,AU,2023-05-10 19:33:25
329,Coquimbo,-29.9533,-71.3436,58.73,82,40,12.66,CL,2023-05-10 19:29:30
330,Hauterive,46.0901,3.4459,56.16,96,19,2.06,FR,2023-05-10 19:33:25
331,Qingquan,30.4511,115.2559,59.22,91,100,4.63,CN,2023-05-10 19:33:25
332,Holualoa,19.6228,-155.9522,77.56,77,40,11.5,US,2023-05-10 19:33:26
333,Bonthe,7.5264,-12.505,80.13,75,100,5.99,SL,2023-05-10 19:29:00
334,Khovd,48.0056,91.6419,50.04,45,11,9.15,MN,2023-05-10 19:33:26
335,Warmbad,-28.45,18.7333,72.48,20,100,4.85,NA,2023-05-10 19:33:26
336,Lakatoro,-16.0999,167.4164,79.57,79,76,11.27,VU,2023-05-10 19:33:26
337,Santa Marta De Ortigueira,43.6833,-7.85,58.24,76,22,6.98,ES,2023-05-10 19:33:26
338,Ketchikan,55.3422,-131.6461,59.47,44,0,8.05,US,2023-05-10 19:33:26
339,Carloforte,39.145,8.3058,61.66,71,0,16.75,IT,2023-05-10 19:33:27
340,Middelburg,-25.7751,29.4648,60.04,52,66,2.51,ZA,2023-05-10 19:33:27
341,Oruro,-17.9833,-67.15,57.69,36,75,4.61,BO,2023-05-10 19:33:27
342,Lautoka,-17.6167,177.4667,69.66,88,20,5.75,FJ,2023-05-10 19:33:27
343,Merta,26.65,74.0333,86.68,14,0,6.46,IN,2023-05-10 19:33:27
344,Mount Pearl,47.5166,-52.7813,48.54,36,40,23.02,CA,2023-05-10 19:30:13
345,Ciudad Lazaro Cardenas,17.9583,-102.2,87.26,57,0,11.07,MX,2023-05-10 19:33:28
346,Arhribs,36.7936,4.3116,57.33,88,99,6.98,DZ,2023-05-10 19:33:28
347,Bairnsdale,-37.8333,147.6167,46.06,93,1,4.12,AU,2023-05-10 19:33:28
348,Riberalta,-10.9833,-66.1,84.4,70,75,11.5,BO,2023-05-10 19:33:28
349,Razole,16.4833,81.8333,81.19,84,98,1.48,IN,2023-05-10 19:33:28
350,Kampong Thom,12.7111,104.8887,78.37,88,83,4.9,KH,2023-05-10 19:33:29
351,Lorengau,-2.0226,147.2712,80.67,81,100,3.22,PG,2023-05-10 19:33:29
352,Kittila,67.6647,24.8936,46.54,71,0,1.14,FI,2023-05-10 19:33:29
353,Harper,4.375,-7.7169,80.33,86,94,8.28,LR,2023-05-10 19:33:29
354,Nuuk,64.1835,-51.7216,43.41,65,75,11.5,GL,2023-05-10 19:33:30
355,Upington,-28.4478,21.2561,64.78,29,79,8.05,ZA,2023-05-10 19:33:30
356,Bismarck,46.8083,-100.7837,77.86,51,0,8.05,US,2023-05-10 19:32:15
357,Gonabad,34.3529,58.6837,72.43,38,100,5.12,IR,2023-05-10 19:33:30
358,Manado,1.487,124.8455,77.77,94,40,2.3,ID,2023-05-10 19:32:02
359,Obiaruku,5.8467,6.1526,79.97,85,100,5.12,NG,2023-05-10 19:33:30
360,Tazacorte,28.629,-17.9293,72.57,73,0,16.11,ES,2023-05-10 19:33:31
361,East London,-33.0153,27.9116,67.35,65,11,10.22,ZA,2023-05-10 19:33:31
362,Cockburn Town,21.4612,-71.1419,80.62,81,0,9.71,TC,2023-05-10 19:33:31
363,Port Douglas,-16.4833,145.4667,70.65,83,37,7.92,AU,2023-05-10 19:33:31
364,Forres,57.6113,-3.6108,55.29,95,100,8.05,GB,2023-05-10 19:33:31
365,Bafia,4.75,11.2333,73.6,89,100,3.6,CM,2023-05-10 19:33:32
366,Sandnessjoen,66.0217,12.6316,55.92,62,0,3.44,NO,2023-05-10 19:33:32
367,Zharkent,44.1628,80.0,66.0,24,47,7.65,KZ,2023-05-10 19:33:32
368,Brookings,44.3114,-96.7984,74.17,62,20,12.66,US,2023-05-10 19:30:23
369,Sola,-13.8833,167.55,81.99,72,54,20.24,VU,2023-05-10 19:33:32
370,Xai-Xai,-25.0519,33.6442,67.14,80,9,3.33,MZ,2023-05-10 19:33:32
371,Novaya Igirma,57.1334,103.9112,31.73,92,69,4.27,RU,2023-05-10 19:33:33
372,Aral,40.5156,81.2636,65.57,9,0,9.48,CN,2023-05-10 19:33:33
373,Burgersdorp,-30.9977,26.3286,56.05,38,85,4.38,ZA,2023-05-10 19:33:33
374,Tsiombe,-25.3,45.4833,72.39,91,28,10.98,MG,2023-05-10 19:29:01
375,Bereket,39.2446,55.5154,72.66,49,100,11.97,TM,2023-05-10 19:33:33
376,Weno,7.4515,151.8468,80.55,94,75,0.0,FM,2023-05-10 19:33:33
377,Praia Da Vitoria,38.7333,-27.0667,68.25,77,40,14.58,PT,2023-05-10 19:31:23
378,Bandrele,-12.9067,45.1914,78.55,89,20,4.61,YT,2023-05-10 19:33:34
379,Flekkefjord,58.2971,6.6607,51.51,94,100,10.96,NO,2023-05-10 19:33:34
380,Manavalakurichi,8.1333,77.3,82.13,85,100,8.12,IN,2023-05-10 19:33:34
381,Al Jawf,29.5,38.75,80.35,15,70,16.53,SA,2023-05-10 19:33:34
382,Mboursou Lere,9.7639,14.1539,92.26,24,96,2.95,TD,2023-05-10 19:33:35
383,Uturoa,-16.7333,-151.4333,82.04,78,81,22.26,PF,2023-05-10 19:33:35
384,Ancud,-41.8697,-73.8203,54.45,97,100,7.76,CL,2023-05-10 19:33:35
385,Okha,53.5739,142.9478,30.4,93,91,4.56,RU,2023-05-10 19:32:09
386,Acapulco De Juarez,16.8634,-99.8901,89.42,66,0,14.97,MX,2023-05-10 19:32:35
387,Dakhla,23.6848,-15.958,69.82,83,5,20.71,EH,2023-05-10 19:33:35
388,Bakhchysarai,44.75,33.8667,45.03,76,6,4.61,UA,2023-05-10 19:33:35
389,Kita,13.0349,-9.4895,95.58,23,100,6.22,ML,2023-05-10 19:33:36
390,Karratha,-20.7377,116.8463,73.85,35,99,6.06,AU,2023-05-10 19:33:36
391,Ziar Nad Hronom,48.5918,18.8496,48.09,82,56,3.94,SK,2023-05-10 19:33:36
392,Cape Saint Claire,39.0432,-76.445,74.35,42,0,3.44,US,2023-05-10 19:28:59
393,Port Macquarie,-31.4333,152.9167,48.88,84,11,6.62,AU,2023-05-10 19:33:36
394,Mata-Utu,-13.2816,-176.1745,83.3,75,2,13.2,WF,2023-05-10 19:33:41
395,Baganga,7.5739,126.56,77.85,87,85,5.48,PH,2023-05-10 19:33:42
396,Krasnyy Chikoy,50.3643,108.7512,44.55,91,95,1.5,RU,2023-05-10 19:33:42
397,Lerwick,60.1545,-1.1494,46.4,89,15,7.83,GB,2023-05-10 19:29:33
398,Antofagasta,-23.65,-70.4,61.88,70,6,7.31,CL,2023-05-10 19:33:42
399,Puerto Baquerizo Moreno,-0.9,-89.6,83.39,79,75,11.5,EC,2023-05-10 19:33:42
400,Mili,6.0815,171.735,83.07,80,95,17.13,MH,2023-05-10 19:33:43
401,Sao Joao Da Barra,-21.6403,-41.0511,82.49,83,74,7.09,BR,2023-05-10 19:30:19
402,Villefontaine,45.6125,5.1456,56.66,62,0,5.75,FR,2023-05-10 19:33:43
403,Noumea,-22.2763,166.4572,73.99,99,100,8.3,NC,2023-05-10 19:29:06
404,Al Qusayr,34.5091,36.5798,68.56,45,84,3.24,SY,2023-05-10 19:33:43
405,Conceicao Da Barra,-18.5933,-39.7322,75.83,76,95,5.17,BR,2023-05-10 19:33:43
406,Afaahiti,-17.75,-149.2833,82.27,84,93,29.37,PF,2023-05-10 19:33:43
407,Dongola,19.1667,30.4833,88.86,10,5,6.6,SD,2023-05-10 19:33:44
408,Skovorodino,53.9833,123.9167,41.47,58,52,3.94,RU,2023-05-10 19:33:44
409,Luderitz,-26.6481,15.1594,59.43,80,79,7.29,NA,2023-05-10 19:33:44
410,Kamogawa,35.1,140.1,57.81,77,98,7.49,JP,2023-05-10 19:33:44
411,Sungai Raya,0.7,108.9,79.47,84,63,1.63,ID,2023-05-10 19:33:44
412,Elliot Lake,46.3834,-82.6331,70.2,41,16,10.54,CA,2023-05-10 19:33:44
413,Yaren,-0.5472,166.916,83.52,77,100,10.29,NR,2023-05-10 19:33:45
414,Antalaha,-14.9003,50.2788,73.49,83,2,6.13,MG,2023-05-10 19:33:45
415,Luanda,-8.8368,13.2343,84.2,79,75,10.36,AO,2023-05-10 19:33:37
416,Selkirk,50.1436,-96.8845,79.07,49,1,3.0,CA,2023-05-10 19:33:45
417,Nova Sintra,14.8667,-24.7167,68.36,82,1,18.41,CV,2023-05-10 19:33:45
418,Sydney,-33.8679,151.2073,56.28,84,40,8.05,AU,2023-05-10 19:31:52
419,Bucerias,20.75,-105.3333,85.98,54,0,10.36,MX,2023-05-10 19:30:43
420,Sanctuary Point,-35.1114,150.629,52.32,82,68,4.85,AU,2023-05-10 19:33:46
421,Saint-Pierre,-21.3393,55.4781,73.08,73,0,5.75,RE,2023-05-10 19:33:46
422,Port Blair,11.6667,92.75,82.31,83,100,19.17,IN,2023-05-10 19:33:46
423,Oktyabr'Skoye,43.0645,44.7417,57.34,82,100,4.47,RU,2023-05-10 19:33:46
424,Kinablangan,7.6947,126.5503,78.62,86,91,5.06,PH,2023-05-10 19:33:47
425,Kemin,42.7846,75.6892,58.12,30,6,8.97,KG,2023-05-10 19:33:47
426,Margate,51.3813,1.3862,56.88,76,100,3.0,GB,2023-05-10 19:33:47
427,Pisco,-13.7,-76.2167,73.45,64,0,17.27,PE,2023-05-10 19:33:47
428,Sorong,-0.8833,131.25,77.85,92,93,11.16,ID,2023-05-10 19:33:47
429,Kodinsk,58.6881,99.1844,29.03,81,27,1.63,RU,2023-05-10 19:33:47
430,Pandan,14.0453,124.1694,80.01,85,91,11.41,PH,2023-05-10 19:33:48
431,Putla Villa De Guerrero,17.0333,-97.9333,92.64,37,36,6.04,MX,2023-05-10 19:33:48
432,Cascais,38.6979,-9.4215,64.26,68,20,37.0,PT,2023-05-10 19:30:35
433,Gillette,44.2911,-105.5022,73.11,37,0,1.99,US,2023-05-10 19:33:48
434,Ar Ruseris,11.8659,34.3869,93.33,21,56,5.14,SD,2023-05-10 19:33:48
435,Khowy,38.5503,44.9521,63.93,44,31,4.07,IR,2023-05-10 19:33:48
436,Oranjemund,-28.55,16.4333,57.51,92,90,2.37,NA,2023-05-10 19:33:49
437,Moose Jaw,50.4001,-105.5344,66.47,45,40,6.91,CA,2023-05-10 19:33:49
438,Sakakah,29.9697,40.2064,83.77,18,19,15.23,SA,2023-05-10 19:33:49
439,Ocosingo,17.0667,-92.25,93.83,19,0,7.23,MX,2023-05-10 19:33:49
440,Mejit,10.2753,170.8646,81.63,80,24,19.33,MH,2023-05-10 19:33:49
441,Tralee,52.2704,-9.7026,50.67,93,87,12.01,IE,2023-05-10 19:33:50
442,Sebastopol,44.6,33.5333,46.99,59,17,5.93,UA,2023-05-10 19:33:50
443,Laguna,38.421,-121.4238,69.48,55,0,16.11,US,2023-05-10 19:33:50
444,Malango,-2.9627,119.9001,69.04,99,100,1.34,ID,2023-05-10 19:33:50
445,Daru,-9.0763,143.2092,77.86,94,100,14.52,PG,2023-05-10 19:29:54
446,Puerto Deseado,-47.7503,-65.8938,50.04,76,100,29.8,AR,2023-05-10 19:33:50
447,Fort Drum,44.0584,-75.7619,66.87,40,40,16.11,US,2023-05-10 19:33:51
448,Zyrya,40.3661,50.2917,59.09,76,0,7.56,AZ,2023-05-10 19:33:51
449,Fort Stockton,30.894,-102.8793,87.17,41,0,11.5,US,2023-05-10 19:33:51
450,Aasiaat,68.7098,-52.8699,29.08,78,62,7.76,GL,2023-05-10 19:33:51
451,Amalapuram,16.5833,82.0167,81.14,84,98,1.88,IN,2023-05-10 19:33:51
452,Novoagansk,61.9449,76.6625,34.23,98,100,6.13,RU,2023-05-10 19:33:51
453,Kapadvanj,23.0167,73.0667,87.58,15,1,8.08,IN,2023-05-10 19:33:52
454,Howrah,22.5892,88.3103,86.0,79,40,8.05,IN,2023-05-10 19:33:52
455,Zaozersk,69.4005,32.4476,36.72,100,100,6.78,RU,2023-05-10 19:33:52
456,Quimili,-27.6333,-62.4167,77.95,33,0,4.52,AR,2023-05-10 19:33:52
457,Courtenay,49.6866,-124.9936,63.64,61,20,4.61,CA,2023-05-10 19:29:40
458,Abergele,53.2844,-3.5822,55.44,3,92,6.91,GB,2023-05-10 19:33:52
459,Lata,40.1629,-8.3327,63.91,75,94,6.53,PT,2023-05-10 19:33:52
460,Sychevka,55.8252,34.2736,47.23,61,83,4.32,RU,2023-05-10 19:33:53
461,Petawawa,45.9001,-77.3328,71.19,29,0,11.5,CA,2023-05-10 19:33:53
462,Inari,68.906,27.0288,44.8,99,100,4.03,FI,2023-05-10 19:33:53
463,Pingliang,35.5392,106.6861,51.08,65,100,5.46,CN,2023-05-10 19:33:53
464,Murakami,38.2333,139.4833,43.57,68,3,3.94,JP,2023-05-10 19:33:53
465,Bang Nam Priao,13.8474,101.0531,86.99,74,100,1.12,TH,2023-05-10 19:33:53
466,Horta,38.5333,-28.6333,65.84,72,20,16.11,PT,2023-05-10 19:33:54
467,Neka,36.6508,53.299,60.31,94,0,2.3,IR,2023-05-10 19:33:54
468,Santo Antonio,-6.3106,-35.4789,80.73,70,89,10.27,BR,2023-05-10 19:33:54
469,Dunedin,-45.8742,170.5036,40.8,87,100,11.99,NZ,2023-05-10 19:32:28
470,Dapa,9.7594,126.0531,81.07,75,100,1.07,PH,2023-05-10 19:33:54
471,Hoemul-Li,41.4339,129.67,46.04,68,0,2.77,KP,2023-05-10 19:33:54
472,Jean-Rabel,19.8533,-73.1917,85.46,66,81,7.36,HT,2023-05-10 19:33:54
473,Qamdo,31.1667,97.2333,32.94,61,99,2.84,CN,2023-05-10 19:33:55
474,Auki,-8.7676,160.7034,78.87,88,96,4.21,SB,2023-05-10 19:33:55
475,Cidreira,-30.1811,-50.2056,66.42,60,92,9.04,BR,2023-05-10 19:33:55
476,Zimovniki,47.1483,42.4633,44.98,93,97,8.46,RU,2023-05-10 19:33:55
477,Kerikeri,-35.2268,173.9474,54.95,76,42,11.32,NZ,2023-05-10 19:33:56
478,Caleta De Carquin,-11.0925,-77.6267,74.5,75,28,8.99,PE,2023-05-10 19:33:56
479,Nguigmi,14.2495,13.1092,90.28,14,100,6.33,NE,2023-05-10 19:33:56
480,Borgarnes,64.5383,-21.9206,51.8,70,68,7.07,IS,2023-05-10 19:33:56
481,Bikenibeu Village,1.3673,173.1241,82.36,83,40,13.8,KI,2023-05-10 19:33:56
482,Colby,39.3958,-101.0524,82.0,55,100,18.99,US,2023-05-10 19:33:56
483,Lufilufi,-13.8745,-171.5986,78.58,70,83,15.08,WS,2023-05-10 19:33:57
484,Midway,35.9535,-80.2181,78.28,43,0,5.68,US,2023-05-10 19:33:57
485,Vilyuysk,63.7553,121.6247,25.32,88,7,4.47,RU,2023-05-10 19:33:57
486,Nevel'Sk,46.6733,141.8633,33.42,86,38,7.14,RU,2023-05-10 19:33:57
487,Luwuk,-0.9516,122.7875,78.08,92,100,4.9,ID,2023-05-10 19:33:57
488,Malanville,11.8685,3.3899,98.29,17,24,8.63,BJ,2023-05-10 19:33:57
489,Laojunmiao,39.8333,97.7333,47.88,30,85,7.47,CN,2023-05-10 19:33:58
490,Rio Grande,-32.035,-52.0986,71.71,60,0,10.36,BR,2023-05-10 19:33:58
491,Novodvinsk,64.4165,40.8122,44.98,82,69,6.73,RU,2023-05-10 19:33:58
492,Vanimo,-2.6741,141.3028,77.86,89,100,4.54,PG,2023-05-10 19:33:58
493,Howard Springs,-12.497,131.047,69.82,51,94,8.32,AU,2023-05-10 19:33:58
494,Saqqez,36.2499,46.2735,54.36,59,4,5.35,IR,2023-05-10 19:33:58
495,Hobyo,5.3505,48.5268,82.42,77,85,21.05,SO,2023-05-10 19:33:59
496,Morant Bay,17.8815,-76.4093,92.71,68,20,14.45,JM,2023-05-10 19:34:04
497,Sitka,57.0531,-135.33,51.69,71,40,9.22,US,2023-05-10 19:33:23
498,San Antonio De Pale,-1.4014,5.6325,81.82,78,100,9.86,GQ,2023-05-10 19:34:04
499,Salym,60.0625,71.4789,41.74,91,88,6.13,RU,2023-05-10 19:34:05
500,Capinota,-17.7167,-66.2333,76.41,32,100,12.91,BO,2023-05-10 19:34:05
501,Gizo,-8.103,156.8419,82.67,77,91,5.37,SB,2023-05-10 19:34:10
502,Hami,42.8,93.45,62.92,23,0,7.43,CN,2023-05-10 19:34:10
503,Turpan,42.9333,89.1667,74.01,15,27,2.59,CN,2023-05-10 19:34:10
504,Rundu,-17.9333,19.7667,66.54,31,4,5.48,NA,2023-05-10 19:34:10
505,Cabedelo,-6.9811,-34.8339,84.87,77,11,8.75,BR,2023-05-10 19:34:11
506,Arno,60.1167,18.6333,44.78,61,71,8.79,SE,2023-05-10 19:34:11
507,Alofi,-19.0595,-169.9187,76.89,100,19,5.75,NU,2023-05-10 19:34:11
508,Tahe,52.3333,124.7333,38.61,51,47,3.04,CN,2023-05-10 19:34:11
509,Show Low,34.2542,-110.0298,53.89,47,20,20.71,US,2023-05-10 19:34:11
510,Nagqu,31.5,92.0,20.52,92,100,8.7,CN,2023-05-10 19:30:53
511,Happy Valley-Goose Bay,53.3168,-60.3315,43.11,31,75,14.97,CA,2023-05-10 19:34:12
512,Vyaz'Ma,55.2104,34.2951,49.19,54,99,1.99,RU,2023-05-10 19:34:12
513,Dossor,47.5272,52.9811,65.43,52,5,12.48,KZ,2023-05-10 19:34:12
514,Yinchuan,38.4681,106.2731,58.96,27,100,8.34,CN,2023-05-10 19:34:12
515,Scottburgh,-30.2867,30.7532,64.47,82,0,6.69,ZA,2023-05-10 19:34:12
516,Nabire,-3.3667,135.4833,77.68,89,100,3.98,ID,2023-05-10 19:34:13
517,Shambu,9.5667,37.1,56.44,76,93,1.52,ET,2023-05-10 19:34:13
518,Dzuunharaa,48.8523,106.4579,46.58,72,39,1.74,MN,2023-05-10 19:34:13
519,Xinyuan,37.3,99.0,16.38,93,100,2.57,CN,2023-05-10 19:34:13
520,Novobod,39.0108,70.1508,57.25,42,63,4.63,TJ,2023-05-10 19:34:13
521,Ardestan,33.3761,52.3694,69.44,32,0,3.31,IR,2023-05-10 19:34:14
522,Aguadilla,18.4275,-67.1541,88.36,72,75,8.05,PR,2023-05-10 19:34:14
523,Saint-Joseph,-21.3667,55.6167,71.98,79,67,12.75,RE,2023-05-10 19:34:14
524,Igarka,67.4667,86.5833,13.23,86,100,14.32,RU,2023-05-10 19:34:14
525,Kudahuvadhoo,2.6708,72.8944,82.51,80,72,14.36,MV,2023-05-10 19:34:14
526,Choyr,46.3611,108.3611,47.01,42,70,5.93,MN,2023-05-10 19:34:14
527,Huntsville,34.7304,-86.5861,85.8,58,0,5.75,US,2023-05-10 19:32:57
528,Phuthaditjhaba,-28.5242,28.8158,51.87,62,0,3.02,ZA,2023-05-10 19:34:15
529,Wynyard,-41.0,145.7167,41.97,86,0,4.7,AU,2023-05-10 19:34:15
530,Preobrazheniye,42.9019,133.9064,41.16,75,7,7.45,RU,2023-05-10 19:34:15
531,Sinabang,2.4803,96.3801,80.87,82,99,7.36,ID,2023-05-10 19:34:15
532,Yarmouth,41.7057,-70.2286,73.15,45,0,19.57,US,2023-05-10 19:34:15
533,Bayanhongor,46.7167,100.1167,33.22,75,20,4.14,MN,2023-05-10 19:34:16
534,Mitu,1.1983,-70.1733,72.63,97,100,2.1,CO,2023-05-10 19:34:16
535,Tataouine,32.9297,10.4518,68.94,55,1,7.07,TN,2023-05-10 19:34:16
536,Olyokminsk,60.3736,120.4264,33.12,93,100,3.96,RU,2023-05-10 19:34:16
537,Sochi,43.6,39.7303,53.69,89,100,5.37,RU,2023-05-10 19:34:16
538,Manadhoo,5.7667,73.3833,84.11,74,100,9.44,MV,2023-05-10 19:34:16
539,Pont Rouge,48.8833,-72.0825,70.09,32,67,13.29,CA,2023-05-10 19:34:17
540,Undurkhaan,47.3194,110.6556,50.36,43,71,4.07,MN,2023-05-10 19:34:17
541,Amga,60.8953,131.9608,34.05,89,62,3.33,RU,2023-05-10 19:34:17
542,Berezovyy,51.6667,135.7,36.77,59,1,1.54,RU,2023-05-10 19:34:17
543,Pekanbaru,0.5333,101.45,80.92,94,99,3.44,ID,2023-05-10 19:34:17
544,Mutuali,-14.8706,37.0044,68.9,66,100,2.48,MZ,2023-05-10 19:34:18
545,Kailua-Kona,19.6406,-155.9956,81.28,77,40,11.5,US,2023-05-10 19:34:18
546,North Branch,45.5113,-92.9802,78.91,54,100,8.01,US,2023-05-10 19:34:18
547,Sinazongwe,-17.2614,27.4618,70.99,45,0,2.62,ZM,2023-05-10 19:34:18
548,Khromtau,50.2503,58.4347,44.76,86,17,13.89,KZ,2023-05-10 19:34:18
549,Ajaccio,42.0,8.9167,59.05,77,40,6.91,FR,2023-05-10 19:34:19
550,Gisborne,-38.6533,178.0042,52.79,69,43,15.68,NZ,2023-05-10 19:32:30
551,Carutapera,-1.195,-46.02,80.8,86,88,6.4,BR,2023-05-10 19:34:19
552,Zhelezinka,53.54,75.3072,55.18,28,100,12.12,KZ,2023-05-10 19:34:19
553,Calama,-22.4667,-68.9333,79.29,5,0,12.66,CL,2023-05-10 19:34:20
554,Patnagarh,20.7167,83.15,89.11,32,47,3.24,IN,2023-05-10 19:34:20
555,North Bend,43.4065,-124.2243,65.25,81,75,10.36,US,2023-05-10 19:29:27
556,Vorkuta,67.5,64.0,22.69,96,100,4.47,RU,2023-05-10 19:34:20
557,Myeik,12.4333,98.6,80.55,83,100,2.59,MM,2023-05-10 19:34:20
558,Jwaneng,-24.6004,24.7303,58.57,45,0,6.08,BW,2023-05-10 19:34:21
559,Pemba,-12.974,40.5178,78.31,77,10,12.03,MZ,2023-05-10 19:34:21
560,Pemagatshel,27.038,91.4031,58.78,58,0,7.11,BT,2023-05-10 19:34:21
561,Rybinsk,58.0446,38.8426,46.83,57,23,2.75,RU,2023-05-10 19:34:21
562,Labytnangi,66.6572,66.4183,17.49,97,100,4.05,RU,2023-05-10 19:34:22
563,Reggane,26.7158,0.1714,89.82,12,0,6.69,DZ,2023-05-10 19:34:22
564,Eyl,7.9803,49.8164,82.31,82,100,16.53,SO,2023-05-10 19:34:22
565,Grants Pass,42.439,-123.3284,69.17,55,0,4.61,US,2023-05-10 19:34:22
566,Paita,-5.0892,-81.1144,79.95,71,9,14.41,PE,2023-05-10 19:34:22
567,Tsarevo,42.1667,27.85,49.78,80,47,8.99,BG,2023-05-10 19:34:22
568,Ratnagiri,16.9833,73.3,82.87,79,99,1.99,IN,2023-05-10 19:34:23
569,Palmas De Monte Alto,-14.2672,-43.1619,88.66,31,66,1.12,BR,2023-05-10 19:34:23
570,Altar,30.7,-111.8167,77.07,20,0,15.39,MX,2023-05-10 19:34:23
571,Fort William,56.8165,-5.1121,49.03,92,98,3.58,GB,2023-05-10 19:34:23
572,Miquelon,47.0975,-56.3814,44.6,71,2,22.73,PM,2023-05-10 19:34:23
573,Visby,57.6409,18.296,49.82,57,0,9.22,SE,2023-05-10 19:34:23
574,Palu,-0.8917,119.8707,76.66,92,82,2.91,ID,2023-05-10 19:34:24
575,Dragasani,44.65,24.2667,54.37,74,99,7.47,RO,2023-05-10 19:34:24
576,Ormara,25.2088,64.6357,82.06,77,0,11.65,PK,2023-05-10 19:34:24
577,Enshi,30.3,109.4833,57.87,95,100,1.43,CN,2023-05-10 19:34:24
578,Tullamore,53.2739,-7.4889,53.29,96,51,9.66,IE,2023-05-10 19:34:25
579,Tamiahua,21.2667,-97.45,88.38,64,6,12.03,MX,2023-05-10 19:34:25
580,Severo-Yeniseyskiy,60.3725,93.0408,24.58,88,75,5.28,RU,2023-05-10 19:34:25
581,Faya-Largeau,17.9257,19.1043,92.12,7,1,7.74,TD,2023-05-10 19:34:25
582,Souillac,-20.5167,57.5167,75.58,94,75,9.22,MU,2023-05-10 19:34:25
583,Meraux,29.933,-89.9498,86.0,61,20,13.8,US,2023-05-10 19:34:25
584,Idfu,24.9803,32.8747,84.18,10,0,3.67,EG,2023-05-10 19:34:31
585,Acajutla,13.5928,-89.8275,88.63,59,26,9.53,SV,2023-05-10 19:30:54
