City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
584,Tumut,-35.3,148.2167,scattered clouds,37.98,95,41,1.54,AU,2022-07-28 16:55:45
585,Myanaung,18.2833,95.3167,scattered clouds,84.85,71,48,0.63,MM,2022-07-28 16:55:45
586,Bahia De Caraquez,-0.6,-80.4167,overcast clouds,75.38,79,99,5.86,EC,2022-07-28 16:55:46
587,Avera,33.194,-82.5271,overcast clouds,91.54,43,100,7.87,US,2022-07-28 16:55:46
588,Santa Isabel Do Rio Negro,-0.4139,-65.0192,broken clouds,88.9,57,63,3.06,BR,2022-07-28 16:55:46
589,Vao,-22.6667,167.4833,clear sky,69.15,69,0,11.68,NC,2022-07-28 16:55:47
590,Ciudad Bolivar,8.1222,-63.5497,broken clouds,91.76,48,65,3.51,VE,2022-07-28 16:55:47
591,Cayenne,4.9333,-52.3333,broken clouds,87.1,22,75,9.22,GF,2022-07-28 16:55:48
592,Esperance,-33.8667,121.9,few clouds,58.06,67,15,12.59,AU,2022-07-28 16:55:48
593,Luganville,-15.5333,167.1667,overcast clouds,77.63,86,97,6.22,VU,2022-07-28 16:55:48
594,Walvis Bay,-22.9575,14.5053,few clouds,58.15,67,18,8.05,NA,2022-07-28 16:55:49
595,Tessalit,20.1986,1.0114,scattered clouds,103.57,16,31,16.64,ML,2022-07-28 16:55:49
596,Anadyr,64.75,177.4833,scattered clouds,50.5,81,40,8.95,RU,2022-07-28 16:55:50
597,Qaqortoq,60.7167,-46.0333,clear sky,45.82,73,10,5.35,GL,2022-07-28 16:56:50
598,Sibolga,1.7427,98.7792,overcast clouds,76.14,89,99,2.1,ID,2022-07-28 16:56:50
599,Panama City,8.9936,-79.5197,broken clouds,85.95,83,75,5.75,PA,2022-07-28 16:55:57
600,Turukhansk,65.8167,87.9833,scattered clouds,57.22,74,38,10.63,RU,2022-07-28 16:56:51
601,Nortelandia,-14.4547,-56.8028,scattered clouds,96.1,15,42,6.2,BR,2022-07-28 16:56:51
602,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,broken clouds,56.57,88,61,4.23,RU,2022-07-28 16:56:52
603,Bania,44.8958,22.0447,light rain,81.63,58,67,4.38,RO,2022-07-28 16:56:52
604,Amla,21.9333,78.1167,overcast clouds,73.85,93,100,4.0,IN,2022-07-28 16:56:52
605,Saint-Francois,46.4154,3.9054,clear sky,81.84,32,0,10.36,FR,2022-07-28 16:56:53
606,Bhadrachalam,17.6667,80.8833,overcast clouds,81.12,83,100,1.63,IN,2022-07-28 16:56:53
607,Margate,51.3813,1.3862,overcast clouds,70.3,65,100,4.0,GB,2022-07-28 16:56:53
608,Kennett,36.2362,-90.0556,few clouds,82.96,81,20,11.5,US,2022-07-28 16:56:54
609,Corsicana,32.0954,-96.4689,clear sky,94.75,49,2,4.0,US,2022-07-28 16:56:54
610,Caucaia,-3.7361,-38.6531,few clouds,88.3,68,20,12.66,BR,2022-07-28 16:56:54
611,Mandal,25.45,74.5667,overcast clouds,79.57,76,93,7.85,IN,2022-07-28 16:56:55
612,Yerofey Pavlovich,53.9667,121.9667,light rain,60.1,96,96,0.94,RU,2022-07-28 16:56:55
613,Nishihara,26.1842,127.7558,broken clouds,83.48,84,67,8.05,JP,2022-07-28 16:56:55
614,Lufilufi,-13.8745,-171.5986,light rain,69.58,78,30,19.06,WS,2022-07-28 16:56:56
615,Luwuk,-0.9516,122.7875,overcast clouds,75.85,89,97,5.14,ID,2022-07-28 16:56:56
616,Skagen,57.7209,10.5839,clear sky,62.55,67,2,6.13,DK,2022-07-28 16:56:57
617,Baruun-Urt,46.6806,113.2792,scattered clouds,64.38,52,29,14.72,MN,2022-07-28 16:56:57
618,Linxia,35.6003,103.2064,clear sky,57.49,78,10,3.44,CN,2022-07-28 16:56:57
619,Kota Kinabalu,5.9749,116.0724,few clouds,76.98,88,20,6.91,MY,2022-07-28 16:56:58
620,Gwadar,25.1216,62.3254,overcast clouds,82.17,75,94,7.56,PK,2022-07-28 16:56:58
621,Yelandur,12.0667,77.0333,overcast clouds,79.93,66,100,2.73,IN,2022-07-28 16:56:58
622,Ribeira Brava,32.65,-17.0667,clear sky,79.43,75,1,2.06,PT,2022-07-28 16:56:59
623,Minador Do Negrao,-9.3053,-36.8647,broken clouds,75.22,79,82,7.83,BR,2022-07-28 16:52:15
624,Pelym,61.0108,61.9978,clear sky,63.21,50,0,3.42,RU,2022-07-28 16:56:59
625,Thinadhoo,0.5333,72.9333,overcast clouds,83.28,73,93,13.22,MV,2022-07-28 16:57:00
626,Pontal Do Parana,-25.6533,-48.5128,broken clouds,87.98,44,57,3.53,BR,2022-07-28 16:57:00
627,Banda Aceh,5.5577,95.3222,overcast clouds,79.09,83,97,12.59,ID,2022-07-28 16:57:01
628,Yar-Sale,66.8333,70.8333,overcast clouds,65.44,63,96,4.07,RU,2022-07-28 16:57:01
629,Manta,-0.95,-80.7333,overcast clouds,74.98,83,100,4.61,EC,2022-07-28 16:57:01
630,Shingu,33.7333,135.9833,light rain,77.29,92,35,4.27,JP,2022-07-28 16:57:02
631,Lorengau,-2.0226,147.2712,broken clouds,81.1,79,67,10.65,PG,2022-07-28 16:57:03
632,Mattru,7.6244,-11.8332,light rain,76.24,86,92,6.49,SL,2022-07-28 16:57:03
633,Mucurapo,10.6667,-61.5333,scattered clouds,89.65,77,43,8.01,TT,2022-07-28 16:57:03
634,Talara,-4.5772,-81.2719,clear sky,75.96,60,0,16.11,PE,2022-07-28 16:57:04
635,Millau,44.0833,2.9167,few clouds,84.33,30,17,7.63,FR,2022-07-28 16:57:05
636,Toppenish,46.3774,-120.3087,clear sky,94.71,18,0,2.42,US,2022-07-28 16:57:05
637,Kyren,51.6828,102.1408,overcast clouds,55.35,90,88,1.7,RU,2022-07-28 16:57:06
638,Tiverton,50.9,-3.4833,few clouds,70.9,62,20,10.36,GB,2022-07-28 16:57:06
639,Eureka,40.8021,-124.1637,broken clouds,58.93,88,79,1.01,US,2022-07-28 16:57:06
640,Ossora,59.2353,163.0719,broken clouds,48.18,78,71,3.44,RU,2022-07-28 16:57:07
641,Stokmarknes,68.5646,14.9108,broken clouds,53.58,71,75,4.61,NO,2022-07-28 16:57:07
642,Port Hardy,50.6996,-127.4199,few clouds,59.18,94,20,2.3,CA,2022-07-28 16:57:08
643,Olyka,50.7186,25.8125,overcast clouds,71.92,62,91,6.38,UA,2022-07-28 16:58:08
644,Te Anau,-45.4167,167.7167,overcast clouds,41.36,95,100,1.05,NZ,2022-07-28 16:58:09
645,Yamada,39.4667,141.95,clear sky,70.95,94,5,3.62,JP,2022-07-28 16:58:09
646,Jamsa,61.8642,25.19,overcast clouds,62.15,64,94,7.81,FI,2022-07-28 16:58:10
647,Port Arthur,38.8,121.2667,overcast clouds,77.22,60,100,10.31,CN,2022-07-28 16:58:10
648,Cidreira,-30.1811,-50.2056,overcast clouds,72.28,71,100,4.25,BR,2022-07-28 16:58:10
649,Rolla,37.9514,-91.7713,scattered clouds,88.05,66,39,5.99,US,2022-07-28 16:55:40
650,Beloha,-25.1667,45.05,few clouds,63.63,84,11,11.03,MG,2022-07-28 16:58:11
651,Havoysund,70.9963,24.6622,overcast clouds,50.23,80,92,17.29,NO,2022-07-28 16:58:12
652,Urumqi,43.801,87.6005,clear sky,83.35,26,0,6.71,CN,2022-07-28 16:58:12
653,Kalanguy,51.0167,116.5167,few clouds,53.98,78,13,3.09,RU,2022-07-28 16:58:12
654,Ochakiv,46.6128,31.5498,broken clouds,78.21,62,78,10.36,UA,2022-07-28 16:58:13
655,Coihaique,-45.5752,-72.0662,scattered clouds,48.15,46,40,10.36,CL,2022-07-28 16:58:13
656,Pontianak,-0.0333,109.3333,broken clouds,75.4,95,69,1.86,ID,2022-07-28 16:56:58
657,Leirvik,59.7798,5.5005,clear sky,64.85,67,0,13.8,NO,2022-07-28 16:58:14
658,Sigli,5.3848,95.9609,overcast clouds,78.35,84,89,3.02,ID,2022-07-28 16:58:14
659,Virginia Beach,36.8529,-75.978,broken clouds,94.05,66,72,5.01,US,2022-07-28 16:56:58
660,Saurikh,27.029,79.4896,overcast clouds,88.79,65,100,4.61,IN,2022-07-28 16:58:15
661,Hasaki,35.7333,140.8333,overcast clouds,79.2,90,95,8.61,JP,2022-07-28 16:58:15
662,Alamosa,37.4695,-105.87,overcast clouds,70.05,50,92,4.76,US,2022-07-28 16:57:39
663,Lasa,46.6166,10.7002,overcast clouds,69.22,86,87,4.5,IT,2022-07-28 16:58:16
664,Ligayan,4.6533,119.4706,scattered clouds,83.88,68,46,3.51,PH,2022-07-28 16:58:17
665,Lindas,60.7381,5.16,scattered clouds,66.72,67,28,8.34,NO,2022-07-28 16:58:17
666,Weyburn,49.6668,-103.8511,clear sky,66.42,52,0,3.44,CA,2022-07-28 16:58:18
667,Rock Springs,41.5875,-109.2029,clear sky,79.23,42,9,1.99,US,2022-07-28 16:58:18
668,Ketchikan,55.3422,-131.6461,clear sky,67.1,68,0,6.49,US,2022-07-28 16:58:18
